AERONET Version 3; 
Taipei_CWB
Version 3: AOD Level 2.0
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.
Contact: PI=Brent_Holben; PI Email=Brent.N.Holben@nasa.gov
"Daily Averages,UNITS can be found at,,, https://aeronet.gsfc.nasa.gov/new_web/units.html"
"Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)"
"21:04:2005,12:00:00,111,-999.,0.458869,0.581150,-999.,-999.,0.829487,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.145307,-999.,-999.,1.282973,-999.,-999.,1.444901,1.554831,3.286631,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.175129,0.701642,1.040804,1.245907,0.451402,-999.,0,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,15,0,0,12,10,16,0,0,0,0,0,0,0,16,15,16,16,12,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"22:04:2005,12:00:00,112,-999.,1.091818,1.358786,-999.,-999.,1.846872,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.361479,-999.,-999.,2.539331,-999.,-999.,2.671063,2.743297,3.803360,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.919189,0.441739,0.763046,0.999144,0.300318,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"24:04:2005,12:00:00,114,-999.,0.487037,0.609383,-999.,-999.,0.870354,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.205296,-999.,-999.,1.328166,-999.,-999.,1.462331,1.541268,4.385052,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.151870,0.695939,1.012465,1.234975,0.577996,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"25:04:2005,12:00:00,115,-999.,0.552769,0.687910,-999.,-999.,0.956335,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.261292,-999.,-999.,1.358861,-999.,-999.,1.449155,1.501442,4.262795,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.008385,0.501389,0.848568,1.099273,0.389165,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"30:04:2005,12:00:00,120,-999.,0.212686,0.265314,-999.,-999.,0.391028,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.575841,-999.,-999.,0.652426,-999.,-999.,0.732679,0.783124,3.967940,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.332435,0.867561,1.222739,1.404908,0.708990,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"17:05:2005,12:00:00,137,-999.,0.165286,0.196316,-999.,-999.,0.290438,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.426940,-999.,-999.,0.479812,-999.,-999.,0.558855,0.609462,4.267143,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.327342,0.969449,1.205556,1.410340,0.917808,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"18:05:2005,12:00:00,138,-999.,0.154603,0.174457,-999.,-999.,0.246980,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.377651,-999.,-999.,0.436615,-999.,-999.,0.522836,0.579135,4.843402,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.362523,1.176469,1.350020,1.400704,1.109364,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"21:05:2005,12:00:00,141,-999.,0.283022,0.346283,-999.,-999.,0.498664,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.717876,-999.,-999.,0.799285,-999.,-999.,0.942039,1.038481,5.147203,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.242142,0.983113,1.130704,1.321573,1.015066,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"22:05:2005,12:00:00,142,-999.,0.422184,0.522966,-999.,-999.,0.717833,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.947725,-999.,-999.,1.028832,-999.,-999.,1.106593,1.151418,3.801993,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.002063,0.560756,0.866324,1.079006,0.440234,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"30:05:2005,12:00:00,150,-999.,0.095765,0.101129,-999.,-999.,0.129246,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.186164,-999.,-999.,0.210250,-999.,-999.,0.253754,0.287212,4.202706,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.097536,1.121604,1.157192,1.109292,1.210736,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"01:06:2005,12:00:00,152,-999.,0.149712,0.179099,-999.,-999.,0.261544,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.393557,-999.,-999.,0.449454,-999.,-999.,0.517156,0.562960,4.791259,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.366618,0.981444,1.292499,1.428538,0.866430,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:06:2005,12:00:00,154,-999.,0.159871,0.191616,-999.,-999.,0.270231,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.398247,-999.,-999.,0.453789,-999.,-999.,0.521859,0.561869,4.625387,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.280928,0.974074,1.234982,1.328182,0.830397,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:06:2005,12:00:00,155,-999.,0.405814,0.513504,-999.,-999.,0.760362,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.079767,-999.,-999.,1.222374,-999.,-999.,1.368554,1.452150,3.724229,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.355730,0.855508,1.204909,1.420286,0.701553,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,10,11,0,0,0,0,0,0,0,13,11,11,13,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:06:2005,12:00:00,156,-999.,0.186549,0.218543,-999.,-999.,0.302364,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.418019,-999.,-999.,0.469911,-999.,-999.,0.529610,0.575509,2.049945,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.134990,0.879743,1.049514,1.183245,0.832701,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:06:2005,12:00:00,157,-999.,0.103057,0.114249,-999.,-999.,0.158792,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.229275,-999.,-999.,0.263936,-999.,-999.,0.305753,0.340179,2.211327,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.231194,1.047448,1.196006,1.258483,1.006778,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:06:2005,12:00:00,158,-999.,0.129451,0.153583,-999.,-999.,0.215789,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.318561,-999.,-999.,0.364717,-999.,-999.,0.425063,0.468906,2.755486,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.297442,1.052336,1.262314,1.338228,0.986454,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,6,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:06:2005,12:00:00,162,-999.,0.173003,0.216423,-999.,-999.,0.323776,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.481732,-999.,-999.,0.542227,-999.,-999.,0.608695,0.648360,5.340792,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.363383,0.842731,1.236412,1.450859,0.694486,-999.,0,7,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,0,0,0,0,7,7,7,7,7,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"21:06:2005,12:00:00,172,-999.,0.106211,0.090770,-999.,-999.,0.097364,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.177272,-999.,-999.,0.197487,-999.,-999.,0.263635,0.309404,5.286385,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.261275,1.444348,1.725225,1.237081,1.743868,-999.,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,2,2,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"26:06:2005,12:00:00,177,-999.,0.206420,0.222950,-999.,-999.,0.260379,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.445276,-999.,-999.,0.510778,-999.,-999.,0.598731,0.664721,4.986548,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.267152,1.080637,1.330636,1.281823,1.033292,-999.,0,4,4,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:07:2005,12:00:00,186,-999.,0.336611,0.422820,-999.,-999.,0.629772,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.940769,-999.,-999.,1.066523,-999.,-999.,1.233709,1.334196,4.556559,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.387994,0.994565,1.277396,1.466027,0.883508,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:07:2005,12:00:00,187,-999.,0.223363,0.260961,-999.,-999.,0.385550,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.591095,-999.,-999.,0.687295,-999.,-999.,0.819722,0.912465,3.951200,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.431018,1.192785,1.373274,1.479145,1.118509,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:07:2005,12:00:00,188,-999.,0.378799,0.443759,-999.,-999.,0.607102,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.860495,-999.,-999.,0.971906,-999.,-999.,1.108890,1.204913,5.191365,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.162522,0.913952,1.119229,1.202075,0.832140,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:07:2005,12:00:00,189,-999.,0.188939,0.220021,-999.,-999.,0.312189,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.484240,-999.,-999.,0.564548,-999.,-999.,0.668856,0.743806,4.837653,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.406446,1.166511,1.409286,1.437198,1.070672,-999.,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,6,6,0,0,0,0,0,0,0,6,6,6,6,6,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:10:2005,12:00:00,279,-999.,0.029186,0.030839,-999.,-999.,0.035400,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.057350,-999.,-999.,0.063881,-999.,-999.,0.082299,0.094530,4.069871,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.147617,1.312006,1.430231,1.140646,1.520980,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:10:2005,12:00:00,280,-999.,0.034233,0.034365,-999.,-999.,0.038607,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.059835,-999.,-999.,0.065803,-999.,-999.,0.088499,0.105075,4.917707,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.026975,1.425719,1.293397,1.019856,1.815514,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:10:2005,12:00:00,283,-999.,0.065251,0.066786,-999.,-999.,0.075674,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.107379,-999.,-999.,0.118275,-999.,-999.,0.156573,0.178743,4.634073,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.874300,1.394559,1.064742,0.860594,1.651046,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"13:10:2005,12:00:00,286,-999.,0.163595,0.194335,-999.,-999.,0.266707,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.391202,-999.,-999.,0.444014,-999.,-999.,0.510953,0.551540,3.566837,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.231482,0.967605,1.217639,1.269181,0.828821,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,9,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"14:10:2005,12:00:00,287,-999.,0.145643,0.166232,-999.,-999.,0.218757,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.320412,-999.,-999.,0.375407,-999.,-999.,0.445831,0.493112,2.793605,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.209693,1.190787,1.274934,1.195252,1.059107,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"15:10:2005,12:00:00,288,-999.,0.322957,0.395984,-999.,-999.,0.563106,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.829964,-999.,-999.,0.948047,-999.,-999.,1.077280,1.146931,3.638904,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.294931,0.938636,1.240073,1.343094,0.741402,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"16:10:2005,12:00:00,289,-999.,0.369948,0.468258,-999.,-999.,0.688286,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.990376,-999.,-999.,1.151954,-999.,-999.,1.206472,1.250633,3.360411,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.409548,1.102851,1.320533,1.444270,0.934588,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,12,0,0,12,0,0,9,8,13,0,0,0,0,0,0,0,14,12,12,14,9,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"17:10:2005,12:00:00,290,-999.,0.122192,0.142273,-999.,-999.,0.195992,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.308097,-999.,-999.,0.368840,-999.,-999.,0.455020,0.515912,3.152306,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.409975,1.412425,1.491629,1.397730,1.341559,-999.,0,49,49,0,0,49,0,0,0,0,0,0,0,0,49,0,0,49,0,0,49,45,49,0,0,0,0,0,0,0,49,49,49,49,49,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"18:10:2005,12:00:00,291,-999.,0.217378,0.251827,-999.,-999.,0.336807,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.493468,-999.,-999.,0.576504,-999.,-999.,0.682879,0.768313,2.677178,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.225762,1.165238,1.267880,1.221055,1.068049,-999.,0,18,18,0,0,18,0,0,0,0,0,0,0,0,18,0,0,18,0,0,17,14,18,0,0,0,0,0,0,0,18,18,18,18,17,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"27:10:2005,12:00:00,300,-999.,0.047080,0.051056,-999.,-999.,0.064634,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.102082,-999.,-999.,0.113975,-999.,-999.,0.144461,0.162464,3.824910,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.217994,1.272425,1.355383,1.249824,1.414461,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"28:10:2005,12:00:00,301,-999.,0.055750,0.057643,-999.,-999.,0.068075,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.102169,-999.,-999.,0.113032,-999.,-999.,0.148627,0.169320,3.732699,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.031616,1.381288,1.217794,1.036733,1.608926,-999.,0,37,38,0,0,38,0,0,0,0,0,0,0,0,38,0,0,38,0,0,38,38,38,0,0,0,0,0,0,0,38,38,38,38,38,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"01:11:2005,12:00:00,305,-999.,0.146837,0.175438,-999.,-999.,0.248917,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.386059,-999.,-999.,0.455920,-999.,-999.,0.549325,0.612207,2.915607,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.411113,1.286575,1.433453,1.423644,1.162029,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"02:11:2005,12:00:00,306,-999.,0.063572,0.067179,-999.,-999.,0.085598,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.139164,-999.,-999.,0.159714,-999.,-999.,0.207444,0.238031,3.285024,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.325052,1.448583,1.497175,1.330550,1.552173,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"03:11:2005,12:00:00,307,-999.,0.066381,0.072757,-999.,-999.,0.096871,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.156180,-999.,-999.,0.181210,-999.,-999.,0.231191,0.248731,3.744572,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.332165,1.470025,1.482258,1.337360,1.574305,-999.,0,51,51,0,0,51,0,0,0,0,0,0,0,0,51,0,0,51,0,0,51,48,51,0,0,0,0,0,0,0,51,51,51,51,51,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"04:11:2005,12:00:00,308,-999.,0.092630,0.106138,-999.,-999.,0.145856,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.227163,-999.,-999.,0.257844,-999.,-999.,0.321015,0.319406,4.082166,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.298962,1.369848,1.379852,1.339632,1.499030,-999.,0,30,30,0,0,30,0,0,0,0,0,0,0,0,30,0,0,30,0,0,30,27,30,0,0,0,0,0,0,0,30,30,30,30,30,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"05:11:2005,12:00:00,309,-999.,0.380996,0.488827,-999.,-999.,0.704397,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.980688,-999.,-999.,1.080883,-999.,-999.,1.196291,1.260146,3.362385,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.170931,0.710786,1.023986,1.258197,0.590921,-999.,0,28,28,0,0,28,0,0,0,0,0,0,0,0,28,0,0,28,0,0,28,28,28,0,0,0,0,0,0,0,28,28,28,28,28,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"06:11:2005,12:00:00,310,-999.,0.317961,0.402979,-999.,-999.,0.568757,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.774108,-999.,-999.,0.846341,-999.,-999.,0.924303,0.967715,3.491724,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.100541,0.627750,0.953596,1.187547,0.507666,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"07:11:2005,12:00:00,311,-999.,0.172794,0.209017,-999.,-999.,0.283271,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.387430,-999.,-999.,0.425830,-999.,-999.,0.469302,0.491801,3.979017,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.057226,0.692869,0.978826,1.118832,0.567691,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"08:11:2005,12:00:00,312,-999.,0.681313,0.858615,-999.,-999.,1.189257,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.461312,-999.,-999.,1.564185,-999.,-999.,1.636963,1.675721,4.075201,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.064148,0.413890,0.829528,1.136995,0.232711,-999.,0,20,20,0,0,20,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,14,15,0,0,0,0,0,0,0,20,15,15,20,15,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"09:11:2005,12:00:00,313,-999.,0.677135,0.845035,-999.,-999.,1.140141,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.430271,-999.,-999.,1.499369,-999.,-999.,1.561069,1.578410,3.679387,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.848255,0.314690,0.665662,0.950999,0.201942,-999.,0,13,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,0,13,13,13,0,0,0,0,0,0,0,13,13,13,13,13,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"10:11:2005,12:00:00,314,-999.,0.336159,0.419384,-999.,-999.,0.566996,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.723169,-999.,-999.,0.767007,-999.,-999.,0.810968,0.829735,3.280497,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.896133,0.415289,0.733487,0.989009,0.309870,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"11:11:2005,12:00:00,315,-999.,0.240783,0.299047,-999.,-999.,0.409734,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.547023,-999.,-999.,0.581365,-999.,-999.,0.644907,0.667051,2.750276,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.022540,0.701940,0.901902,1.102230,0.652351,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,32,0,0,32,31,33,0,0,0,0,0,0,0,33,32,33,33,32,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"13:11:2005,12:00:00,317,-999.,0.280395,0.343824,-999.,-999.,0.471469,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.645282,-999.,-999.,0.712115,-999.,-999.,0.785256,0.822995,4.527541,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.088350,0.742514,1.005016,1.146847,0.604398,-999.,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
"14:11:2005,12:00:00,318,-999.,0.079713,0.092335,-999.,-999.,0.121738,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.180732,-999.,-999.,0.208734,-999.,-999.,0.255255,0.283342,3.983598,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.219013,1.247850,1.280610,1.222798,1.189629,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,251,Taipei_CWB,25.014683,121.538370,26.000000"
